state,district_nodal,total_works,completed_works_count,recommended_works_count,completion_rate_pct,completed_works_value_inr,in_progress_payments_inr,mp_count,mps_active,constituencies_covered,primary_sector
West Bengal,SOUTH 24 PARGANAS,193,193,0,100.0,0.0,0.0,4,"BAPI HALDAR, Pratima Mondal , SAYANI GHOSH, Shri Abhishek Banerjee","DIAMOND HARBOUR, JADAVPUR, JOYNAGAR, MATHURAPUR",Normal/Others
Bihar,PATNA,191,191,0,100.0,0.0,0.0,7,"Dr. Bhim Singh (2024-30), Dr. Dharmshila Gupta (2024-30), Dr. Faiyaz Ahmad (2022-28), Ravi Shankar Prasad, Shri Akhilesh Prasad Singh (2024-30), Shri Khiru Mahto (2022-28), Shri Shambhu Sharan Patel (2022-28)","PATNA SAHIB, Sitting Rajya Sabha",Normal/Others
Jharkhand,RANCHI,179,179,0,100.0,0.0,0.0,6,"KALI CHARAN MUNDA, SUKHDEO BHAGAT, Sanjay Seth , Shri Aditya Prasad (2022-28), Shri Pradip Kumar Varma (2024-30), Smt. Mahua Maji (2022-28)","KHUNTI, LOHARDAGA, RANCHI, Sitting Rajya Sabha",Normal/Others
Karnataka,BENGALURU URBAN,159,159,0,100.0,0.0,0.0,8,"DR C N MANJUNATH, DR.K.SUDHAKAR, P C Mohan, SHOBHA KARANDLAJE, Shri G.C. Chandrashekhar (2024-30), Shri Jaggesh (2022-28), Shri LS Tejasvi Surya , Shri Narayanasa K. Bhandage (2024-30)","BANGALORE CENTRAL, BANGALORE NORTH, BANGALORE RURAL, BANGALORE SOUTH, CHIKBALLAPUR, Sitting Rajya Sabha",Normal/Others
Kerala,MALAPPURAM,155,155,0,100.0,0.0,0.0,9,"DR. M.P ABDUSSAMAD SAMADANI, Dr. John Brittas (2021-27), E.T. MOHAMMED BASHEER, Priyanka Gandhi Vadra, Shri Abdul Wahab (2021-27), Shri Haris Beeran (2024-30), Shri P. P. Suneer (2024-30), Smt. Jebi Mather Hisham (2022-28), Smt. P. T. Usha (2022-28)","MALAPPURAM, Nominated Rajya Sabha, PONNANI, Sitting Rajya Sabha, WAYANAD",Normal/Others
Uttar Pradesh,JAUNPUR,150,150,0,100.0,0.0,0.0,6,"BABU SINGH KUSHWAHA, PRIYA SAROJ, Shri Brij Lal (2020-26), Shri Javed Ali Khan (2022-28), Shri Kapil Sibal (2022-28), Smt. Seema Dwivedi (2020-26)","JAUNPUR, MACHHLISHAHR, Sitting Rajya Sabha",Normal/Others
West Bengal,HOOGHLY,140,140,0,100.0,0.0,0.0,4,"BAG MITALI, Kalyan Banerjee, RACHNA BANERJEE, Smt. Mamata Thakur (2024-30)","ARAMBAG, HOOGHLY, SREERAMPUR, Sitting Rajya Sabha",Normal/Others
Bihar,MADHUBANI,136,136,0,100.0,0.0,0.0,7,"Ashok Kumar Yadav , Dr. Bhim Singh (2024-30), Dr. Dharmshila Gupta (2024-30), Dr. Faiyaz Ahmad (2022-28), Ramprit Mandal, Shri Sanjay Kumar Jha (2024-30), Shri Shambhu Sharan Patel (2022-28)","JHANJHARPUR, MADHUBANI, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,KUSHINAGAR,126,126,0,100.0,0.0,0.0,4,"SHASHANK MANI, Shri Ratanjit Pratap Narain Singh (2024-30), Smt. Sangeeta Yadav (2022-28), Vijay Kumar Dubey","DEORIA, KUSHI NAGAR, Sitting Rajya Sabha",Normal/Others
Kerala,KANNUR,126,126,0,100.0,0.0,0.0,8,"Dr. John Brittas (2021-27), Dr. V. Sivadasan (2021-27), Shri Abdul Wahab (2021-27), Shri Kumbakudi Sudhakaran, Shri Rajmohan Unnithan , Shri Sandosh Kumar P (2022-28), Smt. Jebi Mather Hisham (2022-28), Smt. P. T. Usha (2022-28)","KANNUR, KASARAGOD, Nominated Rajya Sabha, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,MADURAI,125,125,0,100.0,0.0,0.0,6,"Manickam Tagore B, S Venkatesan, Shri R. Dharmar (2022-28), Shri R. Girirajan (2022-28), Shri S. Kalyanasundaram (2022-28), THANGA TAMILSELVAN","MADURAI, Sitting Rajya Sabha, THENI, VIRUDHUNAGAR",Normal/Others
Kerala,THIRUVANANTHAPURAM,114,114,0,100.0,0.0,0.0,8,"Adv Adoor Prakash , Dr Shashi Tharoor, Dr. John Brittas (2021-27), Shri A. A. Rahim (2022-28), Shri Abdul Wahab (2021-27), Shri Haris Beeran (2024-30), Shri Jose K. Mani (2024-30), Smt. P. T. Usha (2022-28)","ATTINGAL, Nominated Rajya Sabha, Sitting Rajya Sabha, THIRUVANANTHAPURAM",Normal/Others
Uttar Pradesh,ETAH,113,113,0,100.0,0.0,0.0,4,"DEVESH SHAKYA, Mukesh Rajput, Prof SP Singh Baghel, Shri Ramji Lal Suman (2024-30)","AGRA, ETAH, FARRUKHABAD, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,AGRA,111,111,0,100.0,0.0,0.0,5,"Dr. K. Laxman (2022-28), Prof SP Singh Baghel, Rajkumar Chahar , Shri Mithlesh Kumar (2022-28), Shri Naveen Jain (2024-30)","AGRA, FATEHPUR SIKRI, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,BALLIA,111,111,0,100.0,0.0,0.0,5,"RAJEEV RAI, RAMASHANKAR RAJBHAR, SANATAN PANDEY, Shri Kapil Sibal (2022-28), Shri Neeraj Shekhar (2020-26)","BALLIA, GHOSI, SALEMPUR, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,SALEM,105,105,0,100.0,0.0,0.0,6,"Dr. M. Dhanapal (2025-31), MALAIYARASAN D, MANI. A., Shri I.S. Inbadurai (2025-31), Shri S.R. Sivalingam (2025-31), V S Matheswaran","DHARAMAPURI, KALLAKURICHI, NAMAKKAL, Sitting Rajya Sabha",Normal/Others
West Bengal,HOWRAH,105,105,0,100.0,0.0,0.0,3,"Kalyan Banerjee, Prasun Banerjee, Smt Sajda Ahmed","HOWRAH, SREERAMPUR, ULUBERIA",Normal/Others
Gujarat,BANAS KANTHA,103,103,0,100.0,0.0,0.0,5,"Bharatsinhji Shankarji Dabhi, GENIBEN NAGAJI THAKOR, Shri Babubhai Jesangbhai Desai (2023-29), Shri Govindbhai Laljibhai Dholakia (2024-30), Shri Mayankkumar Nayak (2024-30)","BANASKANTHA, PATAN, Sitting Rajya Sabha",Normal/Others
West Bengal,PURBA MEDINIPUR,103,103,0,100.0,0.0,0.0,4,"ABHIJIT GANGOPADHYAY, ADHIKARI SOUMENDU, Shri Samik Bhattacharya (2024-30), Smt. Mamata Thakur (2024-30)","KANTHI, Sitting Rajya Sabha, TAMLUK",Normal/Others
Uttar Pradesh,KHERI,102,102,0,100.0,0.0,0.0,3,"ANAND BHADAURIYA, Shri Javed Ali Khan (2022-28), UTKARSH VERMA MADHUR","DHAURAHRA, KHERI, Sitting Rajya Sabha",Normal/Others
Jharkhand,PALAMU,102,102,0,100.0,0.0,0.0,4,"KALI CHARAN SINGH, Shri Aditya Prasad (2022-28), Shri Pradip Kumar Varma (2024-30), Vishnu Dayal Ram","CHATRA, PALAMU, Sitting Rajya Sabha",Normal/Others
Punjab,JALANDHAR,101,101,0,100.0,0.0,0.0,5,"CHARANJIT SINGH CHANNI, Dr. Ashok Kumar Mittal (2022-28), Dr. Vikramjit Singh Sahney (2022-28), Shri Harbhajan Singh (2022-28), Shri Sant Balbir Singh (2022-28)","JALANDHAR, Sitting Rajya Sabha",Normal/Others
Bihar,PURBI CHAMPARAN,101,100,1,99.01,0.0,0.0,7,"Dr. Dharmshila Gupta (2024-30), LOVELY ANAND, Radha Mohan Singh, Shri Akhilesh Prasad Singh (2024-30), Shri Khiru Mahto (2022-28), Shri Manan Kumar Mishra (2024-28), Shri Satish Chandra Dubey (2022-28)","PURVI CHAMPARAN, SHEOHAR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,KANPUR NAGAR,98,98,0,100.0,0.0,0.0,2,"Devendra Alias Bhole Singh, RAMESH AWASTHI","AKBARPUR, KANPUR",Normal/Others
West Bengal,NADIA,98,98,0,100.0,0.0,0.0,3,"Abu Taher Khan, Jagannath Sarkar, Ms Mahua Moitra","KRISHNANAGAR, MURSHIDABAD, RANAGHAT",Normal/Others
Andhra Pradesh,Y.S.R. KADAPA,373,97,276,26.01,0.0,6456888.0,8,"Appalanaidu Kalisetti, C.M.RAMESH, Maddila Gurumoorthy, Midhun Reddy, Putta Mahesh Kumar, Shri Meda Raghunadha Reddy (2024-30), Shri Ryaga Krishnaiah (2024-28), Y S Avinash Reddy","ANAKAPALLE, ELURU, KADAPA, RAJAMPET, Sitting Rajya Sabha, TIRUPATI, VIZIANAGARAM",Normal/Others
Kerala,PALAKKAD,97,97,0,100.0,0.0,0.0,9,"DR. M.P ABDUSSAMAD SAMADANI, K RADHAKRISHNAN, Shri Abdul Wahab (2021-27), Shri Haris Beeran (2024-30), Shri Jose K. Mani (2024-30), Shri Sandosh Kumar P (2022-28), Smt. Jebi Mather Hisham (2022-28), Smt. P. T. Usha (2022-28), Vellalath Kochukrishnan Nair Sreekandan","ALATHUR, Nominated Rajya Sabha, PALAKKAD, PONNANI, Sitting Rajya Sabha",Normal/Others
Kerala,KOTTAYAM,97,97,0,100.0,0.0,0.0,7,"ADV K FRANCIS GEORGE, Anto Antony, Dr. John Brittas (2021-27), Shri Haris Beeran (2024-30), Shri Jose K. Mani (2024-30), Shri Sandosh Kumar P (2022-28), Shri Suresh Kodikunnil","KOTTAYAM, MAVELIKKARA, PATHANAMTHITTA, Sitting Rajya Sabha",Normal/Others
Gujarat,SURAT,97,97,0,100.0,0.0,0.0,2,"MUKESHKUMAR CHANDRAKAANT DALAL, Prabhubhai Nagarbhai Vasava","BARDOLI, SURAT",Normal/Others
Bihar,PASHCHIM CHAMPARAN,97,96,1,98.97,0.0,0.0,2,"Shri Satish Chandra Dubey (2022-28), Sunil Kumar ","Sitting Rajya Sabha, VALMIKI NAGAR",Normal/Others
Tamil Nadu,TIRUVANNAMALAI,95,95,0,100.0,0.0,0.0,4,"CN Annadurai, Shri K.R.N. Rajeshkumar (2022-28), Shri R. Girirajan (2022-28), THARANIVENTHAN M S","ARANI, Sitting Rajya Sabha, TIRUVANNAMALAI",Normal/Others
Tamil Nadu,NAMAKKAL,94,94,0,100.0,0.0,0.0,3,"K E PRAKASH, Shri K.R.N. Rajeshkumar (2022-28), V S Matheswaran","ERODE, NAMAKKAL, Sitting Rajya Sabha",Normal/Others
Maharashtra,AMRAVATI,94,94,0,100.0,0.0,0.0,4,"AMAR SHARADRAO KALE, BALWANT BASWANT WANKHADE, Dr. Anil Sukhdeorao Bonde (2022-28), Shri Imran Pratapgarhi (2022-28)","AMRAVATI, Sitting Rajya Sabha, WARDHA",Normal/Others
Uttar Pradesh,BAREILLY,93,93,0,100.0,0.0,0.0,6,"CHHATRA PAL SINGH GANGWAR, JITIN PRASADA, NEERAJ MAURYA, Shri Mithlesh Kumar (2022-28), Shri Surendra Singh Nagar (2022-28), Smt. Darshana Singh (2022-28)","AONLA, BAREILLY, PILIBHIT, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,MORADABAD,93,93,0,100.0,0.0,0.0,4,"RUCHI VIRA, Shri Javed Ali Khan (2022-28), Shri Kapil Sibal (2022-28), Shri Surendra Singh Nagar (2022-28)","MORADABAD, Sitting Rajya Sabha",Normal/Others
Madhya Pradesh,JABALPUR,91,91,0,100.0,0.0,0.0,4,"ASHISH DUBEY, Shri Vivek K. Tankha (2022-28), Smt. Maya Naroliya (2024-30), Smt. Sumitra Balmik (2022-28)","JABALPUR, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,PUDUKKOTTAI,91,91,0,100.0,0.0,0.0,8,"DURAI VAIKO, Kani K Navas, Shri I.S. Inbadurai (2025-31), Shri K.R.N. Rajeshkumar (2022-28), Shri Karti P Chidambaram , Shri P. Chidambaram (2022-28), Shri R. Girirajan (2022-28), Smt S Jothimani","KARUR, RAMANATHAPURAM, SIVAGANGA, Sitting Rajya Sabha, TIRUCHIRAPPALLI",Normal/Others
West Bengal,BIRBHUM,91,91,0,100.0,0.0,0.0,3,"Asit Kumar Mal , Shri Samik Bhattacharya (2024-30), Smt Satabdi Roy (Banerjee)","BIRBHUM, BOLPUR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,PRATAPGARH,90,90,0,100.0,0.0,0.0,5,"DR. S P SINGH, Dr. K. Laxman (2022-28), Shri Amar Pal Maurya (2024-30), Shri Kapil Sibal (2022-28), Smt. Sangeeta Yadav (2022-28)","PRATAPGARH, Sitting Rajya Sabha",Normal/Others
Kerala,KOLLAM,90,90,0,100.0,0.0,0.0,5,"Shri Abdul Wahab (2021-27), Shri Haris Beeran (2024-30), Shri NK Premachandran, Shri Sandosh Kumar P (2022-28), Shri Suresh Kodikunnil","KOLLAM, MAVELIKKARA, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,BULANDSHAHR,89,89,0,100.0,0.0,0.0,3,"Bhola Singh, Mahesh Sharma, Shri Surendra Singh Nagar (2022-28)","BULANDSHAHR, GAUTAM BUDDHA NAGAR, Sitting Rajya Sabha",Normal/Others
Bihar,DARBHANGA,88,88,0,100.0,0.0,0.0,3,"Ashok Kumar Yadav , Dr. Dharmshila Gupta (2024-30), Mr Gopal Jee Thakur","DARBHANGA, MADHUBANI, Sitting Rajya Sabha",Normal/Others
Maharashtra,PUNE,88,88,0,100.0,0.0,0.0,6,"Amol Ramsing Kolhe, Dr. Medha Vishram Kulkarni (2024-30), MURLIDHAR MOHOL, Shri Praful Patel (2024-30), Shrirang Appa Barne, Smt Supriya Sadanand Sule","BARAMATI, MAVAL, PUNE, SHIRUR, Sitting Rajya Sabha",Normal/Others
Telangana,RANGA REDDY,87,87,0,100.0,0.0,0.0,5,"ARUNA. D. K, EATALA RAJENDER, KONDA VISHWESHWAR REDDY, Shri Anil Kumar Yadav Mandadi (2024-30), Shri Damodar Rao Divakonda (2022-28)","CHELVELLA, MAHABUBNAGAR, MALKAJGIRI, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,CHANDAULI,85,85,0,100.0,0.0,0.0,6,"CHHOTELAL, Shri Ramji (2020-26), Smt. Darshana Singh (2022-28), Smt. Sadhna Singh (2024-30), Smt. Sangeeta Yadav (2022-28), VIRENDRA SINGH","CHANDAULI, ROBERTSGANJ, Sitting Rajya Sabha",Normal/Others
Jharkhand,DHANBAD,85,85,0,100.0,0.0,0.0,2,"DULU MAHATO, Shri Chandra Prakash Choudhary","DHANBAD, GIRIDIH",Normal/Others
Uttar Pradesh,BUDAUN,84,84,0,100.0,0.0,0.0,3,"ADITYA YADAV, NEERAJ MAURYA, Shri B.L. Verma (2020-26)","AONLA, BADAUN, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,PILIBHIT,84,84,0,100.0,0.0,0.0,2,"Shri Javed Ali Khan (2022-28), Shri Ramji (2020-26)",Sitting Rajya Sabha,Normal/Others
Tamil Nadu,CHENGALPATTU,84,84,0,100.0,0.0,0.0,5,"Dr. M. Dhanapal (2025-31), Ganesan Selvam, Shri R. Girirajan (2022-28), Shri S. Kalyanasundaram (2022-28), Thalikkottai Rajuthevar Baalu","KANCHEEPURAM, SRIPERUMBUDUR, Sitting Rajya Sabha",Normal/Others
Punjab,LUDHIANA,84,84,0,100.0,0.0,0.0,4,"AMRINDER SINGH RAJA WARRING, Dr. Ashok Kumar Mittal (2022-28), Dr. Vikramjit Singh Sahney (2022-28), Shri Amar Singh","FATEHGARH SAHIB, LUDHIANA, Sitting Rajya Sabha",Normal/Others
West Bengal,PASCHIM MEDINIPUR,84,84,0,100.0,0.0,0.0,5,"BAG MITALI, JUNE MALIAH, KALIPADA SAREN, Shri Deepak (Dev) Adhikari , Shri Samik Bhattacharya (2024-30)","ARAMBAG, GHATAL, JHARGRAM, MEDINIPUR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,MATHURA,83,83,0,100.0,0.0,0.0,2,"Shri Tejveer Singh (2024-30), Smt Hema Malini","MATHURA, Sitting Rajya Sabha",Normal/Others
Bihar,GAYA,85,82,3,96.47,0.0,1200000.0,3,"ABHAY KUMAR SINHA, Dr. Bhim Singh (2024-30), JITAN RAM MANJHI","AURANGABAD, GAYA, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,AURAIYA,82,82,0,100.0,0.0,0.0,4,"AKHILESH YADAV, JITENDRA KUMAR DOHARE, Shri B.L. Verma (2020-26), Smt. Geeta alias Chandraprabha (2020-26)","ETAWAH, KANNAUJ, Sitting Rajya Sabha",Normal/Others
West Bengal,NORTH 24 PARGANAS,81,81,0,100.0,0.0,0.0,7,"JAGADISH CHANDRA BARMA BASUNIA, Kakoli Ghosh Dastidar , PARTHA BHOWMICK, Prof Sougata Ray, SK NURUL ISLAM, Shri Shantanu Thakur , Smt. Mamata Thakur (2024-30)","BANGAON, BARASAT, BARRACKPUR, BASIRHAT, COOCHBEHAR, DUM DUM, Sitting Rajya Sabha",Normal/Others
Bihar,SAHARSA,81,81,0,100.0,0.0,0.0,3,"Dinesh Chandra Yadav, Prof. Manoj Kumar Jha (2024-30), RAJESH VERMA","KHAGARIA, MADHEPURA, Sitting Rajya Sabha",Normal/Others
Bihar,MUZAFFARPUR,80,80,0,100.0,0.0,0.0,2,"RAJ BHUSHAN CHOUDHARY, Smt Veena Devi ","MUZAFFARPUR, VAISHALI",Normal/Others
Andhra Pradesh,SRI POTTI SRIRAMULU NELLORE,133,79,54,59.4,0.0,6998908.0,5,"Gumma Thanuja Rani, Maddila Gurumoorthy, Magunta Sreenivasulu Reddy, PRABHAKAR REDDY VEMIREDDY, Shri Masthan Rao Yadav Beedha (2024-28)","ARAKU, NELLORE, ONGOLE, Sitting Rajya Sabha, TIRUPATI",Normal/Others
Madhya Pradesh,INDORE,79,79,0,100.0,0.0,0.0,4,"Dr. Kavita Patidar (2022-28), SAVITRI THAKUR, Shankar Lalwani, Shri Vivek K. Tankha (2022-28)","DHAR, INDORE, Sitting Rajya Sabha",Normal/Others
Maharashtra,NANDED,78,78,0,100.0,0.0,0.0,6,"AASHTIKAR PATIL NAGESH BAPURAO, DR KALGE SHIVAJI BANDAPPA, Dr. Ajeet Madhavrao Gopchade (2024-30), Ravindra Vasantrao Chavan, Shri Ashokrao Shankarrao Chavan (2024-30), Shri Dhananjay Bhimrao Mahadik (2022-28)","HINGOLI, LATUR, NANDED, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,CUDDALORE,77,77,0,100.0,0.0,0.0,3,"M.K. VISHNUPRASAD, Shri S. Kalyanasundaram (2022-28), Thirumaa Valavan Thol","CHIDAMBARAM, CUDDALORE, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,SAHARANPUR,77,77,0,100.0,0.0,0.0,3,"Dr. Laxmikant Bajpayee (2022-28), IMRAN MASOOD, IQRA CHOUDHARY","KAIRANA, SAHARANPUR, Sitting Rajya Sabha",Normal/Others
Delhi,SOUTH,77,77,0,100.0,0.0,0.0,4,"Bansuri Swaraj, Ramvir Singh Bidhuri, Shri Narain Dass Gupta (2024-30), Shri Sanjay Singh (2024-30)","NEW DELHI, SOUTH DELHI, Sitting Rajya Sabha",Normal/Others
Gujarat,MAHESANA,75,75,0,100.0,0.0,0.0,3,"Bharatsinhji Shankarji Dabhi, HARIBHAI PATEL, Shri Mayankkumar Nayak (2024-30)","MAHESANA, PATAN, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,LUCKNOW,75,75,0,100.0,0.0,0.0,6,"Dr. Dinesh Sharma (2023-26), Dr. Sudhanshu Trivedi (2024-30), R.K. CHAUDHARY, Rajnath Singh, Shri Brij Lal (2020-26), Shri Sanjay Seth (2024-30)","LUCKNOW, MOHANLALGANJ, Sitting Rajya Sabha",Normal/Others
Gujarat,KHEDA,75,75,0,100.0,0.0,0.0,3,"Devusinh Jesingbhai Chauhan, Dr. Parmar Jashvantsinh Salamsinh (2024-30), RAJPALSINH MAHENDRASINH JADAV","KHEDA, PANCHMAHAL, Sitting Rajya Sabha",Normal/Others
Odisha,NAYAGADA,74,74,0,100.0,0.0,0.0,4,"Dr. Sasmit Patra (2022-28), SAMBIT PATRA, SUKANTA KUMAR PANIGRAHI, Shri Bhartruhari Mahtab","CUTTACK, KANDHAMAL, PURI, Sitting Rajya Sabha",Normal/Others
Odisha,KHORDHA,74,74,0,100.0,0.0,0.0,4,"Dr. Sasmit Patra (2022-28), Shri Manas Ranjan Mangaraj (2022-28), Shri Subhasish Khuntia (2024-30), Smt Aparajita Sarangi","BHUBANESWAR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,AYODHYA,73,73,0,100.0,0.0,0.0,2,"AWADHESH PRASAD, LALJI VERMA","AMBEDKAR NAGAR, FAIZABAD",Normal/Others
West Bengal,BANKURA,73,73,0,100.0,0.0,0.0,2,"ARUP CHAKRABORTY, Saumitra khan ","BANKURA, BISHNUPUR",Normal/Others
Bihar,SAMASTIPUR,72,71,1,98.61,0.0,0.0,4,"Dr. Dharmshila Gupta (2024-30), Nityanand Rai, RAJESH VERMA, SHAMBHAVI","KHAGARIA, SAMASTIPUR, Sitting Rajya Sabha, UJJARPUR",Normal/Others
Gujarat,AMRELI,71,71,0,100.0,0.0,0.0,4,"BHARATBHAI MANUBHAI SUTARIYA, Shri Govindbhai Laljibhai Dholakia (2024-30), Shri Kesridevsinh Jhala (2023-29), Shri Mayankkumar Nayak (2024-30)","AMRELI, Sitting Rajya Sabha",Normal/Others
Gujarat,RAJKOT,71,71,0,100.0,0.0,0.0,4,"DR. MANSUKH MANDAVIYA, PARSHOTTAMBHAI RUPALA, Shri Govindbhai Laljibhai Dholakia (2024-30), Shri Kesridevsinh Jhala (2023-29)","PORBANDAR, RAJKOT, Sitting Rajya Sabha",Normal/Others
Bihar,SUPAUL,69,69,0,100.0,0.0,0.0,2,"Dileshwar Kamait , Prof. Manoj Kumar Jha (2024-30)","SUPAUL, Sitting Rajya Sabha",Normal/Others
Rajasthan,SIKAR,69,69,0,100.0,0.0,0.0,6,"AMRARAM, BRIJENDRA SINGH OLA, Shri Ghanshyam Tiwari (2022-28), Shri Mukul Wasnik (2022-28), Shri Pramod Tiwari (2022-28), Shri Randeep Singh Surjewala (2022-28)","JHUNJHUNU, SIKAR, Sitting Rajya Sabha",Normal/Others
Gujarat,VADODARA,69,69,0,100.0,0.0,0.0,3,"DR. HEMANG JOSHI, JASHUBHAI BHILUBHAI RATHVA, Mansukhbhai Dhanjibhai Vasava","BHARUCH, CHHOTA UDAIPUR, VADODARA",Normal/Others
Andhra Pradesh,CHITTOOR,194,68,126,35.05,0.0,26478884.0,2,"DAGGUMALLA PRASADA RAO, Midhun Reddy","CHITTOOR, RAJAMPET",Normal/Others
Madhya Pradesh,SAGAR,68,68,0,100.0,0.0,0.0,3,"DR. LATA WANKHEDE, RAHUL SINGH LODHI, Smt. Sumitra Balmik (2022-28)","DAMOH, SAGAR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,PRAYAGRAJ,68,68,0,100.0,0.0,0.0,4,"PRAVEEN PATEL, Smt. Seema Dwivedi (2020-26), UJJWAL RAMAN SINGH, VINOD KUMAR BIND","ALLAHABAD, BHADOHI, PHULPUR, Sitting Rajya Sabha",Normal/Others
Bihar,GOPALGANJ,68,68,0,100.0,0.0,0.0,2,"Alok Kumar Suman, Shri Manan Kumar Mishra (2024-28)","GOPALGANJ, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,KANCHEEPURAM,67,67,0,100.0,0.0,0.0,4,"Ganesan Selvam, Shri R. Girirajan (2022-28), Smt. Rajathi (2025-31), Thalikkottai Rajuthevar Baalu","KANCHEEPURAM, SRIPERUMBUDUR, Sitting Rajya Sabha",Normal/Others
Uttarakhand,DEHRADUN,67,67,0,100.0,0.0,0.0,5,"Dr. Kalpana Saini (2022-28), Mala Rajya Laxmi Shah , Shri Mahendra Bhatt (2024-30), Shri Naresh Bansal (2020-26), TRIVENDRA SINGH RAWAT","HARDWAR, Sitting Rajya Sabha, TEHRI GARHWAL",Normal/Others
Maharashtra,CHHATRAPATI SAMBHAJINAGAR,67,67,0,100.0,0.0,0.0,6,"BHUMARE SANDIPANRAO ASARAM, Dr. Ajeet Madhavrao Gopchade (2024-30), Dr. Anil Sukhdeorao Bonde (2022-28), KALYAN VAIJINATHRAO KALE, Shri Imran Pratapgarhi (2022-28), Shri Sanjay Raut (2022-28)","AURANGABAD, JALNA, Sitting Rajya Sabha",Normal/Others
Odisha,SUNDARAGADA,67,67,0,100.0,0.0,0.0,2,"Dr. Sasmit Patra (2022-28), Shri Jual Oram","SUNDARGARH, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,AZAMGARH,66,66,0,100.0,0.0,0.0,3,"DAROGA PRASAD SAROJ, DHARMENDRA YADAV, Prof. Ram Gopal Yadav (2020-26)","AZAMGARH, LALGANJ, Sitting Rajya Sabha",Normal/Others
Punjab,HOSHIARPUR,66,66,0,100.0,0.0,0.0,5,"DR. RAJ KUMAR CHABBEWAL, Dr. Ashok Kumar Mittal (2022-28), MALVINDER SINGH KANG, Shri Harbhajan Singh (2022-28), Shri Sant Balbir Singh (2022-28)","ANANDPUR SAHIB, HOSHIARPUR, Sitting Rajya Sabha",Normal/Others
Himachal Pradesh,KANGRA,66,66,0,100.0,0.0,0.0,4,"Anurag Singh Thakur, Dr. Sikander Kumar (2022-28), RAJEEV BHARDWAJ, Shri Harsh Mahajan (2024-30)","HAMIRPUR, KANGRA, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,ERODE,66,66,0,100.0,0.0,0.0,3,"Andimuthu Raja, K E PRAKASH, K Subbarayan","ERODE, NILGIRIS, TIRUPPUR",Normal/Others
Tamil Nadu,VILUPPURAM,65,65,0,100.0,0.0,0.0,5,"D Ravikumar , Shri R. Dharmar (2022-28), Shri R. Girirajan (2022-28), Shri S. Kalyanasundaram (2022-28), THARANIVENTHAN M S","ARANI, Sitting Rajya Sabha, VILUPPURAM",Normal/Others
Maharashtra,DHULE,65,65,0,100.0,0.0,0.0,3,"ADV GOWAAL KAGADA PADAVI, BACHHAV SHOBHA DINESH, Shri Chandrakant Damodar Handore (2024-30)","DHULE, NANDURBAR, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,TIRUPPUR,65,65,0,100.0,0.0,0.0,5,"Andimuthu Raja, ESWARASAMY K, GANAPATHY RAJKUMAR P, K E PRAKASH, K Subbarayan","COIMBATORE, ERODE, NILGIRIS, POLLACHI, TIRUPPUR",Normal/Others
Bihar,KAIMUR,64,64,0,100.0,0.0,0.0,3,"Dr. Bhim Singh (2024-30), MANOJ KUMAR, SUDHAKAR SINGH","BUXAR, SASARAM, Sitting Rajya Sabha",Normal/Others
Madhya Pradesh,DHAR,64,64,0,100.0,0.0,0.0,3,"Dr. Kavita Patidar (2022-28), SAVITRI THAKUR, Shri Vivek K. Tankha (2022-28)","DHAR, Sitting Rajya Sabha",Normal/Others
Gujarat,PANCH MAHALS,64,64,0,100.0,0.0,0.0,3,"Dr. Parmar Jashvantsinh Salamsinh (2024-30), JASHUBHAI BHILUBHAI RATHVA, RAJPALSINH MAHENDRASINH JADAV","CHHOTA UDAIPUR, PANCHMAHAL, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,THIRUVALLUR,63,63,0,100.0,0.0,0.0,3,"S. Jagathrakshakan, Sasikanth Senthil, Shri R. Girirajan (2022-28)","ARAKKONAM, Sitting Rajya Sabha, TIRUVALLUR",Normal/Others
Tamil Nadu,SIVAGANGA,63,63,0,100.0,0.0,0.0,2,"Shri Karti P Chidambaram , Shri P. Chidambaram (2022-28)","SIVAGANGA, Sitting Rajya Sabha",Normal/Others
