state,district_nodal,total_works,completed_works_count,recommended_works_count,completion_rate_pct,completed_works_value_inr,in_progress_payments_inr,mp_count,mps_active,constituencies_covered,primary_sector
Bihar,SHEIKHPURA,2,2,0,100.0,0.0,0.0,2,"Shri Shambhu Sharan Patel (2022-28), VIVEK THAKUR","NAWADA, Sitting Rajya Sabha",Normal/Others
Meghalaya,EASTERN WEST KHASI HILLS,2,2,0,100.0,0.0,0.0,1,ANDREW J. SYNGKON,SHILLONG,Normal/Others
Bihar,MADHEPURA,2,2,0,100.0,0.0,0.0,2,"Dileshwar Kamait , Dinesh Chandra Yadav","MADHEPURA, SUPAUL",Normal/Others
Arunachal Pradesh,TAWANG,2,2,0,100.0,0.0,0.0,1,Kiren Rijiju,ARUNACHAL WEST,Normal/Others
Manipur,KAKCHING,2,2,0,100.0,0.0,0.0,2,"ALFRED KANNGAM S ARTHUR, ANGOMCHA BIMOL AKOIJAM","INNER MANIPUR, OUTER MANIPUR",Normal/Others
Uttarakhand,PITHORAGARH,2,2,0,100.0,0.0,0.0,2,"Ajay Tamta, Shri Naresh Bansal (2020-26)","ALMORA, Sitting Rajya Sabha",Trust and Society
Uttarakhand,CHAMOLI,2,2,0,100.0,0.0,0.0,2,"Shri Mahendra Bhatt (2024-30), Shri Naresh Bansal (2020-26)",Sitting Rajya Sabha,Trust and Society
West Bengal,COOCH BEHAR,2,2,0,100.0,0.0,0.0,1,Shri Nagendra Ray (2023-29),Sitting Rajya Sabha,Normal/Others
Jharkhand,EAST SINGHBUM,2,2,0,100.0,0.0,0.0,1,Bidyut Baran Mahato,JAMSHEDPUR,Normal/Others
Himachal Pradesh,KULLU,2,2,0,100.0,0.0,0.0,1,Shri Harsh Mahajan (2024-30),Sitting Rajya Sabha,Normal/Others
Assam,WEST KARBI ANGLONG,2,2,0,100.0,0.0,0.0,1,AMARSING TISSO,Diphu,Normal/Others
Karnataka,MANDYA,2,2,0,100.0,0.0,0.0,2,"DR C N MANJUNATH, Shri G.C. Chandrashekhar (2024-30)","BANGALORE RURAL, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,PATHANAMTHITTA,2,2,0,100.0,0.0,0.0,1,Shri Kapil Sibal (2022-28),Sitting Rajya Sabha,Normal/Others
Chhattisgarh,KOREA,2,2,0,100.0,0.0,0.0,1,Jyotsna Charandas Mahant ,KORBA,Normal/Others
Andhra Pradesh,SIDDIPET,2,2,0,100.0,0.0,0.0,1,Shri V. Vijayendra Prasad (2022-28),Nominated Rajya Sabha,Normal/Others
Maharashtra,BULDHANA,2,2,0,100.0,0.0,0.0,1,Dr. Anil Sukhdeorao Bonde (2022-28),Sitting Rajya Sabha,Normal/Others
Chhattisgarh,BIJAPUR,2,2,0,100.0,0.0,0.0,1,MAHESH KASHYAP,BASTAR,Normal/Others
Tripura,SEPAHIJALA,2,2,0,100.0,0.0,0.0,1,BIPLAB KUMAR DEB,TRIPURA WEST,Normal/Others
Odisha,NUAPADA,2,2,0,100.0,0.0,0.0,1,MALVIKA DEVI,KALAHANDI,Normal/Others
Madhya Pradesh,TIKAMGARH,2,2,0,100.0,0.0,0.0,1,Virendra Kumar,TIKAMGARH,Normal/Others
Rajasthan,BEAWAR,2,2,0,100.0,0.0,0.0,2,"Bhagirath Chaudhary, Shri Madan Rathore (2024-30)","AJMER, Sitting Rajya Sabha",Normal/Others
Karnataka,KOLAR,2,2,0,100.0,0.0,0.0,1,M. MALLESH BABU,KOLAR,Normal/Others
Karnataka,CHIKKABALLAPURA,2,2,0,100.0,0.0,0.0,2,"DR.K.SUDHAKAR, M. MALLESH BABU","CHIKBALLAPUR, KOLAR",Normal/Others
Lakshadweep,LAKSHADWEEP DISTRICT,2,2,0,100.0,0.0,0.0,1,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP,Normal/Others
Jharkhand,HAZARIBAGH,2,2,0,100.0,0.0,0.0,1,Annpurna Devi ,KODARMA,Normal/Others
Haryana,SONIPAT,2,2,0,100.0,0.0,0.0,1,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others
Goa,NORTH GOA,2,2,0,100.0,0.0,0.0,2,"Shri Sadanand Mhalu Shet Tanavade (2023-29), Shripad Yesso Naik","NORTH GOA, Sitting Rajya Sabha",Normal/Others
Telangana,MEDAK,2,2,0,100.0,0.0,0.0,1,SURESH KUMAR SHETKAR,ZAHIRABAD,Normal/Others
Haryana,PALWAL,2,2,0,100.0,0.0,0.0,1,Krishan Pal Gurjar,FARIDABAD,Normal/Others
Haryana,PANCHKULA,2,2,0,100.0,0.0,0.0,2,"Smt. Rekha Sharma (2024-28), VARUN CHAUDHRY","AMBALA, Sitting Rajya Sabha",Normal/Others
Maharashtra,WASHIM,2,2,0,100.0,0.0,0.0,1,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others
Haryana,AMBALA,2,2,0,100.0,0.0,0.0,1,VARUN CHAUDHRY,AMBALA,Normal/Others
West Bengal,JALPAIGURI,2,2,0,100.0,0.0,0.0,1,Dr Jayanta Kumar Roy,JALPAIGURI,Normal/Others
Odisha,SAMBALPUR,2,2,0,100.0,0.0,0.0,1,DHARMENDRA PRADHAN,SAMBALPUR,Normal/Others
Andhra Pradesh,WEST GODAVARI,6,1,5,16.67,0.0,0.0,3,"Appalanaidu Kalisetti, Bhupathiraju Srinivasa varma, Shri V. Vijayendra Prasad (2022-28)","NARASAPURAM, Nominated Rajya Sabha, VIZIANAGARAM",Normal/Others
Assam,CHIRANG,3,1,2,33.33,0.0,0.0,2,"PHANI BHUSAN CHOUDHURY, Shri Rwngwra Narzary (2022-28)","BARPETA, Sitting Rajya Sabha",Normal/Others
Assam,SOUTH SALMARA MANCACHAR,2,1,1,50.0,0.0,0.0,1,RAKIBUL HUSSAIN,DHUBRI,Normal/Others
Nagaland,NOKLAK,1,1,0,100.0,0.0,0.0,1,Smt. S. Phangnon Konyak (2022-28),Sitting Rajya Sabha,Normal/Others
Nagaland,KIPHIRE,1,1,0,100.0,0.0,0.0,1,Smt. S. Phangnon Konyak (2022-28),Sitting Rajya Sabha,Normal/Others
Madhya Pradesh,PILIBHIT,1,1,0,100.0,0.0,0.0,1,Smt. Sumitra Balmik (2022-28),Sitting Rajya Sabha,Normal/Others
Madhya Pradesh,AGRA,1,1,0,100.0,0.0,0.0,1,Smt. Sumitra Balmik (2022-28),Sitting Rajya Sabha,nan
Chhattisgarh,PAPUM PARE,1,1,0,100.0,0.0,0.0,1,Smt. Ranjeet Ranjan (2022-28),Sitting Rajya Sabha,Normal/Others
Chhattisgarh,MUZAFFARPUR,1,1,0,100.0,0.0,0.0,1,Smt. Ranjeet Ranjan (2022-28),Sitting Rajya Sabha,Normal/Others
Jharkhand,BOKARO,1,1,0,100.0,0.0,0.0,1,Shri Aditya Prasad (2022-28),Sitting Rajya Sabha,Normal/Others
Jammu And Kashmir,BUDAUN,1,1,0,100.0,0.0,0.0,1,Shri Gulam Ali (2022-28),Nominated Rajya Sabha,Normal/Others
Jammu And Kashmir,CHANDAULI,1,1,0,100.0,0.0,0.0,1,Shri Gulam Ali (2022-28),Nominated Rajya Sabha,Normal/Others
Meghalaya,SOUTH WEST KHASI HILLS,1,1,0,100.0,0.0,0.0,1,ANDREW J. SYNGKON,SHILLONG,Normal/Others
Madhya Pradesh,SINGRAULI,1,1,0,100.0,0.0,0.0,1,DR. RAJESH MISHRA,SIDHI,Normal/Others
Arunachal Pradesh,NAMSAI,1,1,0,100.0,0.0,0.0,1,Shri Tapir Gao,ARUNACHAL EAST,Normal/Others
Arunachal Pradesh,ANJAW,1,1,0,100.0,0.0,0.0,1,Shri Tapir Gao,ARUNACHAL EAST,Normal/Others
Arunachal Pradesh,CHANGLANG,1,1,0,100.0,0.0,0.0,1,Shri Tapir Gao,ARUNACHAL EAST,Normal/Others
Punjab,TARN TARAN,1,1,0,100.0,0.0,0.0,1,Shri Sant Balbir Singh (2022-28),Sitting Rajya Sabha,Normal/Others
Mizoram,KHAWZAWL,1,1,0,100.0,0.0,0.0,1,RICHARD VANLALHMANGAIHA,MIZORAM,Normal/Others
Himachal Pradesh,MOHLA-MANPUR-AMBAGARH CHOUKI,1,1,0,100.0,0.0,0.0,1,Dr. Sikander Kumar (2022-28),Sitting Rajya Sabha,Normal/Others
Arunachal Pradesh,UPPER SUBANSIRI,1,1,0,100.0,0.0,0.0,1,Kiren Rijiju,ARUNACHAL WEST,Normal/Others
Madhya Pradesh,MAUGANJ,1,1,0,100.0,0.0,0.0,1,Janardan Mishra,REWA,Normal/Others
Jharkhand,DUMKA,1,1,0,100.0,0.0,0.0,1,NALIN SOREN,DUMKA,Normal/Others
Punjab,CHANDIGARH,1,1,0,100.0,0.0,0.0,1,Dr. Vikramjit Singh Sahney (2022-28),Sitting Rajya Sabha,Normal/Others
Uttarakhand,KARNAL,1,1,0,100.0,0.0,0.0,1,Shri Naresh Bansal (2020-26),Sitting Rajya Sabha,Trust and Society
Assam,DARRANG,1,1,0,100.0,0.0,0.0,1,Shri Rwngwra Narzary (2022-28),Sitting Rajya Sabha,Normal/Others
Rajasthan,PILIBHIT,1,1,0,100.0,0.0,0.0,1,Shri Chunnilal Garasiya (2024-30),Sitting Rajya Sabha,Normal/Others
Rajasthan,SHAHJAHANPUR,1,1,0,100.0,0.0,0.0,1,Shri Chunnilal Garasiya (2024-30),Sitting Rajya Sabha,Normal/Others
Madhya Pradesh,MORENA,1,1,0,100.0,0.0,0.0,1,Shri Vivek K. Tankha (2022-28),Sitting Rajya Sabha,Normal/Others
Uttar Pradesh,PHEK,1,1,0,100.0,0.0,0.0,1,Kirti Vardhan Singh,GONDA,Normal/Others
Andhra Pradesh,EAST KHASI HILLS,1,1,0,100.0,0.0,0.0,1,Shri V. Vijayendra Prasad (2022-28),Nominated Rajya Sabha,Normal/Others
Andhra Pradesh,GORAKHPUR,1,1,0,100.0,0.0,0.0,1,Shri V. Vijayendra Prasad (2022-28),Nominated Rajya Sabha,Normal/Others
Jharkhand,PILIBHIT,1,1,0,100.0,0.0,0.0,1,Dr. Sarfraz Ahmad (2024-30),Sitting Rajya Sabha,Normal/Others
Haryana,VARANASI,1,1,0,100.0,0.0,0.0,1,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,Normal/Others
Karnataka,KALABURAGI,1,1,0,100.0,0.0,0.0,1,Smt. Nirmala Sitharaman (2022-28),Sitting Rajya Sabha,Normal/Others
Chhattisgarh,KHAIRAGARH-CHHUIKHADAN-GANDAI,1,1,0,100.0,0.0,0.0,1,Santosh Pandey,RAJNANDGAON,Normal/Others
Telangana,KAITHAL,1,1,0,100.0,0.0,0.0,1,Shri Anil Kumar Yadav Mandadi (2024-30),Sitting Rajya Sabha,Normal/Others
Maharashtra,TUMAKURU,1,1,0,100.0,0.0,0.0,1,Dr. Ajeet Madhavrao Gopchade (2024-30),Sitting Rajya Sabha,Trust and Society
Puducherry,TIRUVANNAMALAI,1,1,0,100.0,0.0,0.0,1,Shri S. Selvaganabathy (2021-27),Sitting Rajya Sabha,Normal/Others
Uttarakhand,TEHRI GARHWAL,1,1,0,100.0,0.0,0.0,1,Dr. Kalpana Saini (2022-28),Sitting Rajya Sabha,Normal/Others
Uttarakhand,RUDRAPRAYAG,1,1,0,100.0,0.0,0.0,1,Dr. Kalpana Saini (2022-28),Sitting Rajya Sabha,Normal/Others
Jammu And Kashmir,DODA,1,1,0,100.0,0.0,0.0,1,Jitendra Singh,UDHAMPUR,Normal/Others
Telangana,NARAYANPET,1,1,0,100.0,0.0,0.0,1,ARUNA. D. K,MAHABUBNAGAR,Normal/Others
Maharashtra,PAKYONG,1,1,0,100.0,0.0,0.0,1,Dr. Medha Vishram Kulkarni (2024-30),Sitting Rajya Sabha,Normal/Others
Maharashtra,KUPWARA,1,1,0,100.0,0.0,0.0,1,Dr. Medha Vishram Kulkarni (2024-30),Sitting Rajya Sabha,Normal/Others
Goa,SHAHJAHANPUR,1,1,0,100.0,0.0,0.0,1,Shri Sadanand Mhalu Shet Tanavade (2023-29),Sitting Rajya Sabha,Normal/Others
Jammu And Kashmir,REASI,1,1,0,100.0,0.0,0.0,1,Shri Jugal Kishore Sharma,JAMMU,Normal/Others
Delhi,SOUTH EAST,1,1,0,100.0,0.0,0.0,1,Harsh Malhotra,EAST DELHI,Normal/Others
Haryana,GURUGRAM,1,1,0,100.0,0.0,0.0,1,Rao Inderjit Singh,GURGAON,Normal/Others
Haryana,NUH,1,1,0,100.0,0.0,0.0,1,Rao Inderjit Singh,GURGAON,Trust and Society
Uttarakhand,BAGESHWAR,1,1,0,100.0,0.0,0.0,1,Shri Mahendra Bhatt (2024-30),Sitting Rajya Sabha,Normal/Others
Odisha,SUBARNAPUR,1,1,0,100.0,0.0,0.0,1,Dr. Sasmit Patra (2022-28),Sitting Rajya Sabha,Normal/Others
Maharashtra,SAHARSA,1,1,0,100.0,0.0,0.0,1,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI,Normal/Others
Haryana,PANIPAT,1,1,0,100.0,0.0,0.0,1,MANOHAR LAL,KARNAL,Normal/Others
Rajasthan,GANGANAGAR,1,1,0,100.0,0.0,0.0,1,KULDEEP INDORA,GANGANAGAR,Normal/Others
Chandigarh,RUPNAGAR,1,1,0,100.0,0.0,0.0,1,Shri Satnam Singh Sandhu (2024-30),Nominated Rajya Sabha,Trust and Society
Chandigarh,MOGA,1,1,0,100.0,0.0,0.0,1,Shri Satnam Singh Sandhu (2024-30),Nominated Rajya Sabha,Normal/Others
Chandigarh,LEH LADAKH,1,1,0,100.0,0.0,0.0,1,Shri Satnam Singh Sandhu (2024-30),Nominated Rajya Sabha,Trust and Society
Odisha,GAJAPATI,1,1,0,100.0,0.0,0.0,1,Shri Manas Ranjan Mangaraj (2022-28),Sitting Rajya Sabha,Normal/Others
Maharashtra,PALGHAR,1,1,0,100.0,0.0,0.0,1,DR. HEMANT VISHNU SAVARA,PALGHAR,Normal/Others
Andaman And Nicobar Islands,SOUTH ANDAMANS,138,0,138,0.0,0.0,160587334.0,1,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,Normal/Others
Andaman And Nicobar Islands,NORTH AND MIDDLE ANDAMAN,18,0,18,0.0,0.0,13764844.0,1,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,Normal/Others
Andaman And Nicobar Islands,NICOBARS,11,0,11,0.0,0.0,0.0,1,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,Normal/Others
Assam,KAMRUP,4,0,4,0.0,0.0,1354742.0,1,BIJULI KALITA MEDHI,GUWAHATI,Normal/Others
Assam,KAMRUP METRO,3,0,3,0.0,0.0,2200000.0,1,BIJULI KALITA MEDHI,GUWAHATI,Normal/Others
Arunachal Pradesh,UPPER SIANG,2,0,2,0.0,0.0,900000.0,1,Shri Tapir Gao,ARUNACHAL EAST,Normal/Others
Arunachal Pradesh,KURUNG KUMEY,2,0,2,0.0,0.0,0.0,1,Kiren Rijiju,ARUNACHAL WEST,Normal/Others
Assam,BARPETA,2,0,2,0.0,0.0,600000.0,1,RAKIBUL HUSSAIN,DHUBRI,Normal/Others
Arunachal Pradesh,TIRAP,1,0,1,0.0,0.0,500000.0,1,Shri Tapir Gao,ARUNACHAL EAST,Normal/Others
Bihar,NAWADA,1,0,1,0.0,0.0,214300.0,1,VIVEK THAKUR,NAWADA,Normal/Others
Assam,SRIBHUMI,1,0,1,0.0,0.0,0.0,1,Kripanath Mallah,KARIMGANJ,Normal/Others
